id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12
gmTIVFdAeV,4,3,4,4,4,4,5,3,3,3,3,4,4,3,4,5,0,1,4,3,4,4,4,3,3,4,5,4,3,3,4,3,3,3,4,2,3,3,3,3,4,3,1,2,2,1,4,4,2,3,4,2,3,3,3,1,3,3,2,2,2,2,1,3,3
gnuwykPiGA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,4,4,3,3,4,3,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,2,1,2,2,1,4,3,3,2,3,2,1,3,3,3,3,3,3,3,3,3,2,2,3
gS3t89rW4v,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3
Gsj3igkga6,2,2,2,3,3,2,2,3,2,2,2,1,2,3,2,2,0,2,2,2,3,3,3,2,3,3,2,2,3,2,3,2,2,1,2,2,2,2,4,2,2,3,3,2,2,2,5,2,3,3,5,2,1,2,1,2,1,1,1,2,2,2,1,1,2
GuO0GwvmJN,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,1,1,1,4,4,4,4,1,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,4,4,4
gVHUxt5y74,3,4,2,2,4,3,4,3,4,3,4,2,2,2,2,2,1,4,2,2,4,3,1,3,4,3,3,4,3,2,3,4,1,2,3,1,4,4,1,4,4,1,2,2,3,3,4,2,2,2,3,4,3,1,0,0,0,3,2,0,0,0,3,1,1
gYGut8i9gw,4,4,4,4,3,4,4,4,3,4,3,3,2,4,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,1,3,2,1,1,4,1,1,3,2,4,3,2,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4
GYlJuh1QLU,3,3,3,4,3,3,3,4,4,3,1,1,3,0,2,3,0,1,2,0,5,5,5,4,4,5,5,5,5,3,4,3,3,2,1,1,3,4,3,2,5,2,4,2,2,0,5,3,3,4,5,3,3,3,3,4,3,3,2,0,3,3,0,2,3
H4r1N0pVZB,2,2,2,2,2,3,3,3,1,3,2,3,2,3,3,1,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,2,1,2,2,3,3,5,2,0,2,3,2,0,0,0,2,2,5,2,1,1,4,2,3,2,4,2,1,2,1
H8ydzn5vQy,4,3,1,3,4,4,4,4,4,4,2,2,4,5,3,3,1,2,2,4,4,4,4,4,2,4,4,2,2,4,4,4,4,2,2,4,4,4,3,4,4,4,2,3,2,1,5,4,2,4,5,2,3,2,2,0,2,2,1,2,2,1,2,2,2
HcGwdcceyL,2,3,3,2,1,3,2,2,3,2,4,3,4,4,2,1,2,2,2,2,4,4,3,3,4,4,3,4,3,4,1,3,3,2,3,3,3,3,2,3,2,3,2,1,3,2,3,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3
hKjljHLfKv,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,0,0,2,3,2,2,0,2,3,3,3,3,2,2,3,2,0,3,1,2,1,4,1,1,1,1,1,1,1,1,1
Hm7LqxLE62,2,3,2,2,2,2,2,3,3,2,2,2,3,3,2,3,1,3,2,3,3,3,2,2,3,3,3,3,2,3,2,2,2,1,0,2,1,2,1,1,2,2,3,2,1,2,4,2,2,2,4,2,2,3,3,3,3,3,2,2,3,2,3,3,3
HNGwMYA8Oa,1,2,4,4,2,4,4,4,4,3,3,3,4,4,1,3,1,1,1,3,4,4,5,4,4,4,4,4,5,1,1,4,5,4,2,2,5,4,4,3,4,3,2,4,2,4,4,2,4,3,3,2,3,3,3,4,3,4,2,3,3,3,3,4,3
hsfuvPceeG,3,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,1,2,3,2,4,4,3,4,4,3,2,4,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
HsQn15YtL9,2,1,1,2,4,4,0,1,3,2,2,1,3,4,1,1,4,1,0,2,3,3,2,2,0,3,2,4,2,2,5,1,1,0,0,1,0,0,1,0,0,1,3,0,4,2,1,4,3,1,1,0,0,4,3,3,1,4,2,3,5,4,4,4,5
HUgv0Y3ft4,5,4,5,4,4,5,4,5,3,3,4,4,5,5,4,4,2,1,1,4,5,5,5,5,4,5,3,5,4,2,4,5,4,3,2,2,4,5,4,3,4,5,4,4,4,4,5,4,4,5,5,4,4,1,1,3,3,1,2,1,3,1,3,1,3
hVeNXgEvrd,3,3,3,3,2,1,1,3,3,1,2,2,2,4,3,1,1,2,2,2,4,4,4,3,3,4,2,1,1,4,2,3,1,2,1,0,2,2,3,2,1,2,2,0,3,1,2,3,1,2,3,0,2,3,2,5,3,2,1,1,3,1,2,3,3
hXEkbOdr6x,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,3,4,4,3,3,2,3,2,3,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,3,3,3,4,3,2,2,2,3,2,3,2,3
HyZPG1Cebo,3,3,3,4,3,4,2,3,2,3,3,3,4,4,3,3,0,2,2,3,4,5,4,4,5,4,2,4,4,1,4,4,1,1,2,2,2,3,3,2,1,2,4,2,3,1,4,4,4,2,4,2,3,3,3,4,2,3,3,3,3,3,2,3,4
I06tmkjCnR,2,1,4,3,1,2,3,3,2,2,3,2,1,1,2,1,3,3,1,2,1,2,3,2,1,1,2,1,1,3,3,3,2,2,1,1,2,2,3,3,4,1,3,1,2,3,3,2,2,2,2,2,4,1,3,1,2,2,4,3,2,2,2,2,1
I0TgLgpqpa,3,2,3,2,1,4,3,5,4,3,3,4,3,4,2,2,0,1,2,2,5,5,5,5,4,5,2,3,5,1,4,4,3,4,1,2,3,2,3,3,4,3,3,3,2,2,4,2,3,3,3,4,3,2,2,2,2,3,2,3,3,2,2,3,2
i3aMRfQOSq,4,4,4,4,4,4,3,5,3,5,3,3,4,5,2,3,0,2,2,3,4,4,4,4,5,5,3,4,4,4,4,4,2,1,2,1,2,4,3,2,1,1,3,4,5,0,5,4,5,5,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4
i5sfKKHxWN,3,1,4,3,4,4,3,3,3,2,3,2,3,4,1,2,0,1,2,1,5,5,5,4,3,5,3,4,5,1,3,5,4,4,2,2,3,3,4,3,4,3,3,1,3,2,4,3,3,3,4,3,3,2,2,4,2,2,1,2,2,2,2,2,2
i6hZdEUejG,3,3,4,4,2,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,2,2,1,4,2,1,1,2,2,2,1,1,2,2,4,2,2,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2
iAXONy9s9K,3,2,3,4,2,2,1,3,3,3,3,3,4,5,3,3,0,2,3,3,4,4,2,2,5,4,4,5,2,3,4,3,1,1,1,1,0,2,1,2,1,3,1,2,1,3,3,2,3,3,4,1,1,4,3,3,3,4,4,4,3,3,2,4,3
ibxYh4K1oX,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,0,2,3,2,5,5,5,3,5,5,5,5,3,2,2,4,5,0,2,2,5,5,0,0,0,5,3,3,3,2,4,3,3,3,5,2,2,5,3,3,3,3,2,3,3,3,2,3,3
iEtOLmjjbt,4,4,4,4,4,3,4,4,4,4,2,3,4,4,1,2,1,1,1,3,4,5,4,4,4,4,5,5,5,4,4,4,4,1,1,1,3,3,3,2,2,2,3,2,2,1,4,3,3,4,4,4,3,3,3,3,3,3,2,1,2,2,1,3,2
iHlmoCrWBY,4,4,1,4,3,5,3,4,3,4,3,4,4,5,3,3,1,2,2,3,4,4,4,4,3,4,4,4,1,4,4,4,3,2,1,0,2,4,4,2,2,1,3,3,3,1,4,3,4,3,4,3,4,3,3,3,3,3,1,1,3,2,2,3,3
IiNRdjqv9k,3,2,3,3,3,2,2,1,3,2,3,3,2,1,4,3,3,2,1,2,1,1,3,3,2,2,2,3,2,3,1,3,2,2,2,1,2,2,4,4,2,3,2,2,2,4,2,2,2,3,3,2,3,3,1,2,1,1,3,1,3,2,3,2,3
ilLlMRc43e,3,3,3,3,2,3,2,3,3,3,3,3,3,4,2,2,1,2,2,2,4,3,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,4,3,3,2,2,1,1,4,3,3,3,3,2,4,3,2,3,3,4,3,1,2,2,2,2,3
IOsyPugvv6,3,3,3,4,3,2,1,3,3,3,2,3,2,3,2,3,1,2,2,2,3,4,4,3,2,3,4,4,3,4,3,3,3,2,1,1,2,2,2,2,2,2,3,2,1,2,4,3,4,3,4,2,1,2,2,3,4,3,3,2,3,3,2,3,3
iOup0E6UGE,3,3,5,2,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,3,4,4,4,4,4,4,4,4,4,1,4,4,4,3,1,2,4,4,3,3,3,4,4,4,4,1,4,4,4,3,4,3,4,3,2,4,2,3,2,3,3,3,3,2,3
irP2VFAUU3,3,4,3,4,0,2,4,3,3,1,3,1,2,5,2,2,3,2,2,2,3,3,3,4,0,1,4,5,5,2,0,4,3,1,0,0,3,3,3,2,3,3,3,4,2,2,4,0,2,3,3,3,2,5,2,1,3,3,3,1,4,3,3,4,4
IU57hQRjrY,2,3,3,5,1,3,2,3,0,3,3,2,3,3,4,3,1,3,3,3,4,4,4,4,4,2,2,0,4,2,2,3,0,0,2,0,2,1,3,0,0,0,0,1,1,2,5,1,3,2,5,2,0,2,2,5,3,2,1,1,2,3,1,2,3
iUH69L5w4c,3,3,3,3,2,3,2,2,4,3,2,4,2,3,2,2,1,2,2,1,3,3,3,3,3,3,2,3,4,1,2,3,2,2,1,2,2,2,1,2,3,3,3,2,3,2,3,2,3,3,1,2,2,3,3,3,2,3,2,3,3,3,3,3,3
IvcOmQyR5T,3,3,4,4,1,4,4,3,3,3,3,4,3,3,2,3,1,2,2,1,4,4,5,4,4,4,4,5,1,3,2,4,3,2,0,0,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,3,4,3,2,3,2,3,2,2,3,2,2,1,2
IYAYWHNIQO,2,4,2,3,1,2,3,2,3,0,3,3,2,4,1,3,0,1,3,4,4,3,3,3,2,2,3,4,3,1,1,2,2,1,4,1,1,2,1,1,1,3,3,2,3,0,4,2,2,3,4,1,1,4,3,4,1,3,2,1,4,3,3,1,4
j6vgNGJVvh,4,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,2,2,0,3,2,2,2,3,1,2,3,4,3,2,3,3,3,3,3,2,3,2,3,2,3,3
jAuLn1O1jG,4,3,4,3,2,4,3,4,5,3,1,0,5,5,0,0,1,1,0,2,3,5,4,5,2,4,4,3,3,0,5,3,1,1,3,3,4,3,4,0,1,0,3,4,3,0,5,3,4,3,5,3,5,4,4,5,4,4,4,5,4,4,1,0,1
JAznPlTozq,4,3,3,2,5,3,3,3,3,4,1,3,3,2,2,3,4,0,1,3,4,4,2,4,4,4,4,4,3,0,5,1,3,2,0,0,4,3,2,3,5,2,3,4,0,2,0,5,3,2,1,2,2,4,4,4,4,4,4,2,4,4,4,4,5
JcdQHv1boB,2,2,2,3,2,2,2,3,2,3,0,0,2,0,0,0,0,0,0,0,2,5,3,3,2,2,3,3,3,1,3,2,2,2,0,0,2,2,3,2,2,2,2,3,0,2,5,0,2,3,3,3,5,4,3,3,3,2,2,3,3,3,2,3,5
JCGnLqMlIW,2,2,3,2,2,3,2,3,3,3,2,1,3,3,2,2,1,2,2,2,3,3,4,3,2,3,2,4,3,1,2,3,2,1,1,4,1,2,2,1,2,2,3,2,3,2,4,2,3,3,4,3,3,2,2,3,2,2,2,2,3,2,2,2,2
jfKg03gcAX,4,5,5,5,0,4,0,1,5,0,0,0,0,5,0,0,5,0,0,4,5,5,5,5,0,5,1,5,0,0,0,5,5,5,0,0,5,2,0,5,5,5,0,0,5,4,5,5,0,0,5,0,3,4,4,5,5,5,5,0,5,0,0,1,4
JkfI2EJjp6,4,1,4,4,3,4,3,3,3,2,2,1,4,5,2,1,0,1,2,2,2,3,5,4,5,5,5,5,3,2,3,2,3,4,0,1,4,4,3,3,4,3,4,3,1,2,5,3,3,3,4,2,2,4,3,2,3,4,0,3,4,3,2,4,5
jkRY3xRFcN,5,4,4,3,5,4,5,5,5,5,2,5,5,5,4,3,0,1,5,5,5,5,4,5,5,5,5,5,5,0,5,5,4,0,5,1,5,4,1,3,1,5,5,5,5,1,5,5,5,5,3,5,4,5,5,5,5,5,4,3,5,4,5,4,5
Jmb6ptouY7,4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,4,2,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,2,4,3,2,3,3,4,4,2,3,3,4,4,4,4,4,4,3,3,3,3,2,3,2,2,2,2,2,2,4
JpE0xvWX5S,2,3,2,3,0,3,3,2,3,3,2,4,2,2,3,4,0,3,1,3,3,0,3,3,1,2,4,4,0,1,1,1,2,1,3,1,2,3,2,2,1,2,3,2,1,0,4,0,3,3,4,0,0,2,3,5,4,3,3,3,2,1,2,3,3
jsb9VeKQdr,2,4,2,4,3,4,3,3,2,2,4,3,4,5,4,4,0,2,3,4,5,5,5,5,5,3,5,5,4,3,4,5,4,2,0,1,4,3,2,1,2,3,3,3,1,3,5,1,4,4,5,3,3,4,3,4,4,4,4,3,4,4,3,4,4
jUU2NaFI9k,3,2,3,3,2,2,2,4,2,2,3,3,3,5,4,3,1,2,2,2,4,4,4,5,2,3,2,5,5,2,3,3,2,2,4,3,3,3,2,2,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4
jXGRpKtYN0,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3,2,4,2,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3
JXlKLx5eSi,3,2,3,1,1,4,4,4,3,2,3,2,2,4,2,2,1,1,3,3,4,4,3,3,4,3,4,4,3,1,3,1,2,2,1,1,2,3,2,1,1,2,4,3,3,1,3,2,4,4,3,3,3,3,3,4,2,3,3,2,3,3,3,3,2
jypdgBacyD,3,2,3,3,2,3,2,3,1,2,3,2,3,3,2,3,1,2,2,2,3,3,3,3,1,2,2,4,3,2,2,3,2,2,1,1,1,2,2,2,2,2,2,0,2,2,3,1,2,2,3,0,3,3,2,4,4,3,3,1,3,3,2,3,3
k86FUDuJ1f,1,4,1,4,1,1,1,1,1,3,2,2,4,4,2,1,1,2,2,2,5,5,4,4,4,3,3,2,2,0,2,4,1,1,2,1,1,1,1,4,1,1,1,1,2,4,0,1,2,4,5,2,1,3,4,4,2,3,3,3,3,3,2,3,3
kbhIFRe0V7,5,4,5,4,4,5,5,4,3,5,5,3,4,5,4,4,2,1,5,4,5,5,5,4,4,5,4,5,3,2,3,5,4,3,1,1,5,5,3,3,4,4,4,3,2,2,5,4,4,3,5,4,4,3,1,2,1,3,1,1,1,1,1,1,4
KiTwcbdmOq,3,3,1,2,3,3,3,3,3,4,4,3,4,3,4,4,2,3,4,4,4,4,2,3,4,4,4,4,5,1,4,4,3,2,1,3,2,3,3,2,3,3,4,4,5,2,5,3,4,3,4,4,0,4,4,4,4,4,5,3,5,4,3,3,3
kKgE6R5eLb,4,3,4,3,4,4,3,4,3,4,3,3,3,3,2,2,1,1,1,2,4,4,5,3,2,5,4,3,4,1,5,3,4,4,1,2,4,4,4,3,4,4,3,3,3,1,5,4,3,3,4,3,4,3,3,3,1,4,2,3,4,3,3,3,4
koFGsWn4c9,2,3,2,3,2,2,1,2,3,2,2,2,3,4,2,3,1,2,2,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,2,0,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,1,2,2,1,2,1
KOkyAkWDNb,3,2,4,2,1,3,3,4,3,4,3,1,3,1,3,1,0,0,1,2,5,5,5,0,5,5,5,5,4,2,3,5,2,1,1,1,2,3,2,1,1,4,4,3,2,0,5,2,3,2,5,2,3,5,3,5,3,5,2,1,3,3,3,3,3
Kpc9oqB65a,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,2,2,1,1,3,5,5,5,5,4,3,4,3,4,5,4,4,3,3,0,1,3,3,3,1,0,4,3,3,1,2,4,1,3,4,4,3,2,3,2,2,4,3,1,1,4,1,1,3,4
KWqfhZxBVq,4,4,1,4,2,5,3,4,4,4,1,2,2,4,1,2,0,1,1,1,5,5,5,4,2,4,3,3,3,2,2,4,1,2,1,2,1,3,3,1,2,2,4,2,1,1,5,3,4,3,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4
kzKJAOfIpd,3,3,3,4,2,2,2,3,3,3,3,4,3,4,1,3,1,2,2,2,5,3,4,4,3,3,4,3,3,4,3,3,2,1,2,1,2,3,3,1,1,3,2,3,2,1,4,4,3,3,3,3,2,4,2,3,3,4,0,3,4,4,3,4,3
L1tcDFuujd,3,3,3,3,3,3,3,3,3,4,2,3,3,5,1,3,0,1,2,3,5,3,3,5,5,3,3,4,3,2,3,3,2,2,2,2,2,4,3,2,2,3,3,3,3,2,3,4,4,4,2,3,3,4,3,5,3,3,3,3,5,4,4,5,5
l7G4Q4xS8V,1,1,2,2,1,1,0,2,2,3,2,0,1,2,1,3,3,2,0,3,3,3,3,3,3,2,3,4,2,3,1,1,0,1,0,0,1,1,1,0,1,3,2,2,0,4,3,2,2,2,3,1,2,3,3,4,1,1,1,2,3,3,1,3,3
l7PZKhiE3A,3,3,2,2,4,4,1,4,3,3,2,3,3,4,3,3,2,2,3,2,3,4,4,3,1,4,3,3,1,2,3,3,1,1,2,1,1,2,2,1,2,2,2,2,1,0,4,2,4,2,4,1,0,2,1,2,2,2,2,2,1,2,2,2,2
L8GKeOgD9j,1,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,3,2,3,1,1,2,3,3,4,2,3,3,4,3,2,3,2,4,1,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2
lbJqaPGrsh,2,3,3,1,1,2,2,3,2,2,2,3,3,2,1,3,2,2,3,2,3,3,3,1,2,2,3,3,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,3,4,2,2,3,4,2,1,3,2,3,2,3,1,2,2,1,2,2,4
lC7NjgZhPE,2,2,3,2,3,3,4,3,1,3,2,2,3,4,2,3,2,3,2,3,3,3,3,2,3,5,4,4,5,3,3,3,3,2,1,1,2,2,2,2,2,3,0,0,1,3,0,2,4,1,0,1,3,2,2,3,3,2,3,3,3,2,2,3,3
lG2U0lzjgg,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3
LjlQ4d77MU,3,4,5,4,2,2,4,4,3,4,2,1,4,5,1,3,1,1,1,4,5,5,5,4,5,4,5,5,5,4,2,4,4,2,0,0,2,3,3,2,3,3,4,2,4,1,4,1,4,2,5,3,3,4,3,5,3,4,4,3,4,3,4,4,4
llsuSrE1a9,1,2,4,4,2,3,2,4,2,4,3,4,4,4,3,1,1,2,2,3,4,4,2,4,2,4,1,4,4,1,3,4,3,4,3,2,3,3,1,3,1,2,4,1,2,2,4,3,3,2,4,2,2,1,4,4,1,1,1,1,1,1,1,1,1
LLtBwgD8i4,4,4,3,4,2,5,3,4,5,4,3,1,4,5,1,2,4,0,1,3,5,5,5,5,4,5,3,4,4,2,3,5,3,2,0,2,2,3,3,4,3,2,3,2,2,1,5,3,5,3,5,3,4,3,0,3,2,3,2,0,3,3,0,3,3
lmJQICoStk,3,3,3,3,0,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,4,4,3,4,2,4,2,2,3,2,3,2,2,4,1,1,2,2,3,3,3,3,2,2,2,3,4,0,5,3,4,3,3,3,3,3,2,3,1,2,3,4,3,3,3
LMKnnA9PDE,3,3,3,3,3,2,2,3,4,2,3,3,3,4,2,3,3,2,1,1,4,3,4,3,4,3,3,3,4,3,3,4,3,4,1,3,3,1,4,2,2,3,2,2,3,2,4,2,1,3,4,1,1,3,1,2,1,2,2,1,3,1,1,1,3
LqvNDnJsII,3,3,2,3,1,5,4,4,5,3,4,2,4,4,3,4,0,5,2,4,4,2,4,1,3,4,4,3,1,1,4,4,1,0,4,0,4,5,0,0,0,1,4,4,5,1,5,0,5,4,5,5,3,1,2,4,2,4,1,1,2,4,4,4,4
luMqgVYh7U,3,5,3,2,3,5,4,4,5,3,3,4,4,5,3,4,0,2,2,3,5,5,4,2,3,5,5,4,4,2,4,3,4,0,1,2,3,4,2,1,4,3,4,2,4,1,5,2,5,2,5,1,4,4,5,5,3,5,3,4,5,2,5,5,5
m239u1EYWS,3,2,3,3,3,3,3,3,2,2,1,1,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,4,3,3,3,2,1,3,4,1,3,4,3,3,2,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,2,3,2,2,2,3,2,3,3
MGfL1HbPXm,4,3,4,3,2,4,4,4,4,2,2,3,4,3,2,2,1,2,2,2,5,5,4,3,5,4,3,4,5,2,2,4,3,3,2,2,4,4,3,3,3,3,2,4,4,2,5,2,3,4,3,2,3,3,1,1,2,3,1,1,1,1,1,3,2
MJWkid756C,3,3,3,3,1,2,3,3,2,1,2,2,3,3,2,2,3,1,1,1,4,4,3,4,2,3,3,3,4,1,4,4,2,2,2,2,2,2,2,2,3,3,2,2,1,2,4,2,3,3,4,2,3,3,2,1,2,3,1,0,3,2,2,1,3
mL9vGWF9OH,3,2,4,4,3,3,2,2,3,4,4,4,3,4,1,1,0,1,1,3,4,3,5,3,5,4,2,4,4,3,3,4,3,3,2,3,4,3,4,2,3,3,4,3,3,2,4,3,3,3,5,3,4,3,3,4,3,3,4,2,3,3,4,3,3
mLYQyZtbMD,2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2
MMghVvwLxv,2,1,4,0,2,3,1,2,0,1,0,4,3,3,2,4,0,4,2,3,4,3,3,5,2,5,3,3,4,2,2,0,1,0,1,1,0,2,0,0,1,1,0,1,0,0,5,1,3,4,4,1,0,2,2,2,2,2,1,2,4,2,2,0,2
mMvLVvgjht,5,5,0,0,5,5,5,5,5,5,5,5,5,5,4,5,0,5,5,5,5,5,1,5,5,5,5,5,5,0,5,4,5,0,4,5,5,5,0,0,0,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5
MngwEZhwjX,5,4,5,4,2,5,3,4,4,5,4,3,4,5,2,2,0,1,2,5,5,5,5,5,5,4,5,5,5,3,3,5,2,2,0,1,3,3,2,2,2,1,3,2,3,1,5,2,4,4,5,2,1,4,4,3,3,4,4,3,3,3,3,3,5
Mos9HG84GW,2,1,2,2,0,4,3,3,4,2,2,3,2,3,2,3,2,3,3,3,5,3,3,2,2,3,3,4,3,2,0,3,2,1,0,2,2,2,2,1,2,2,3,2,2,3,5,0,1,3,5,2,3,0,0,3,0,0,0,0,0,0,1,0,1
mSkU22T9Di,2,2,2,2,1,3,2,2,2,1,1,1,2,2,1,2,3,2,1,2,2,2,3,3,1,3,2,1,2,1,2,3,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,3,2,1,2,3,3,4,2,3,3,3,3,2,2,3,3
MtESQu4nk5,2,1,2,2,2,2,1,2,3,3,3,3,2,2,1,3,4,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,3,2,1,2,3,4,3,2,2,3,2,2,3,1,3,2,2,1,1,3,3,2,3,2,3,2,4,3,1,2,4,1
mTLRvEfmIq,3,1,4,2,1,2,1,3,2,0,1,1,0,4,0,0,5,1,0,1,3,3,4,3,1,2,2,3,1,2,1,3,2,2,1,1,2,2,1,2,2,2,3,2,3,4,3,0,2,1,3,0,3,3,2,3,3,3,2,1,3,1,3,4,4
mvh72P0Vu7,3,3,2,3,2,2,2,3,3,4,2,3,2,3,2,2,1,2,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,1,2,2,2,3,3,3,3,3,2,3,2,3,2,1,2,3,2,2,3,3,3,2,2,2,2,3,3,2,3,3
MW6PUiAOVr,2,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,1,2,1,2,4,3,3,3,3,3,3,3,2,2,2,2,3,3,2,0,3,3,3,3,3,3,3,2,2,1,3,2,3,1,2,2,3,3,3,2,4,4,2,3,3,3,2,1,3
N3muyGl3ry,3,2,4,2,0,5,4,3,4,5,2,1,3,5,1,0,3,4,1,0,5,5,5,5,5,5,5,5,5,3,0,5,4,4,0,0,4,1,0,5,4,5,3,1,2,1,2,0,5,2,1,0,0,4,0,0,0,0,0,3,3,0,0,0,4
N9w8ybGtrx,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2
nahQ4nLJ72,3,3,4,2,3,3,3,3,3,3,2,2,2,2,1,3,3,1,2,2,5,4,5,4,4,4,3,4,3,2,3,3,3,4,2,2,3,3,3,4,4,3,2,2,2,3,4,3,3,2,5,4,3,2,3,2,2,3,2,2,2,2,2,2,2
NdxlJQSX6V,4,2,2,3,2,1,1,2,3,4,2,2,3,4,2,1,3,1,1,1,3,2,3,3,1,2,3,4,3,1,1,0,3,2,1,2,2,1,1,3,1,2,1,1,1,2,2,0,2,2,2,0,1,3,1,4,3,4,2,1,1,1,1,2,3
ngRp7Q06pB,3,3,3,4,2,3,1,3,3,1,3,1,3,4,2,3,2,2,2,2,5,5,5,4,5,3,3,3,4,2,3,3,3,2,0,0,3,3,2,2,2,3,2,1,1,2,3,2,2,3,2,2,2,2,2,2,3,3,1,2,3,2,1,2,3
nGsBX9YOAM,2,2,2,3,2,3,2,3,3,3,3,2,4,4,4,3,1,4,5,2,3,3,3,3,2,2,2,3,3,2,1,1,4,2,4,4,4,3,2,1,1,3,3,3,4,1,3,3,4,3,1,3,2,2,3,2,2,2,3,3,3,3,2,3,3
nhRnpc2Poy,2,2,2,2,1,1,1,2,3,3,2,2,1,3,1,2,1,1,2,2,2,2,2,2,2,1,2,4,2,1,2,1,1,2,0,0,0,1,2,2,2,1,3,1,2,3,2,1,1,2,2,1,1,3,2,1,2,2,2,1,3,1,1,2,2
